Economy,Scenario,Branch Path,Variable,Year,Value,Scale,Units,Source,Comment,Input Status,Shown In Interface,Source Data Year,Source Classification,Base Year Treatment,Derivation Method
04CHL,Reference,Demand\Freight road\LCVs\BEV,Sales Share,2055,54.0,%,Share,transport_leap_export_combined_04_CHL_domestic_international_Reference_20260615.xlsx,"Projected Sales Share from matched transport LEAP export workbook. 9th Outlook legacy input — row-level provenance is preserved in the archived 9th-edition transport data system and can be investigated on demand: https://drive.google.com/file/d/103sIJ1L1mbQpGfL2shlB8nrIOTkbyFz3/view?usp=drive_link. The displayed value may also reflect subsequent aggregation, disaggregation, or model reconciliation. Pipeline lineage: transport_leap_export_combined_04_CHL_domestic_international_Reference_20260615.xlsx.",default,False,2022,legacy_unknown,legacy_unrecorded,legacy_unrecorded
04CHL,Reference,Demand\Freight road\LCVs\BEV,Sales Share,2056,53.0,%,Share,transport_leap_export_combined_04_CHL_domestic_international_Reference_20260615.xlsx,"Projected Sales Share from matched transport LEAP export workbook. 9th Outlook legacy input — row-level provenance is preserved in the archived 9th-edition transport data system and can be investigated on demand: https://drive.google.com/file/d/103sIJ1L1mbQpGfL2shlB8nrIOTkbyFz3/view?usp=drive_link. The displayed value may also reflect subsequent aggregation, disaggregation, or model reconciliation. Pipeline lineage: transport_leap_export_combined_04_CHL_domestic_international_Reference_20260615.xlsx.",default,False,2022,legacy_unknown,legacy_unrecorded,legacy_unrecorded
04CHL,Reference,Demand\Freight road\LCVs\BEV,Sales Share,2057,52.0,%,Share,transport_leap_export_combined_04_CHL_domestic_international_Reference_20260615.xlsx,"Projected Sales Share from matched transport LEAP export workbook. 9th Outlook legacy input — row-level provenance is preserved in the archived 9th-edition transport data system and can be investigated on demand: https://drive.google.com/file/d/103sIJ1L1mbQpGfL2shlB8nrIOTkbyFz3/view?usp=drive_link. The displayed value may also reflect subsequent aggregation, disaggregation, or model reconciliation. Pipeline lineage: transport_leap_export_combined_04_CHL_domestic_international_Reference_20260615.xlsx.",default,False,2022,legacy_unknown,legacy_unrecorded,legacy_unrecorded
04CHL,Reference,Demand\Freight road\LCVs\BEV,Sales Share,2058,51.0,%,Share,transport_leap_export_combined_04_CHL_domestic_international_Reference_20260615.xlsx,"Projected Sales Share from matched transport LEAP export workbook. 9th Outlook legacy input — row-level provenance is preserved in the archived 9th-edition transport data system and can be investigated on demand: https://drive.google.com/file/d/103sIJ1L1mbQpGfL2shlB8nrIOTkbyFz3/view?usp=drive_link. The displayed value may also reflect subsequent aggregation, disaggregation, or model reconciliation. Pipeline lineage: transport_leap_export_combined_04_CHL_domestic_international_Reference_20260615.xlsx.",default,False,2022,legacy_unknown,legacy_unrecorded,legacy_unrecorded
04CHL,Reference,Demand\Freight road\LCVs\BEV,Sales Share,2059,50.0,%,Share,transport_leap_export_combined_04_CHL_domestic_international_Reference_20260615.xlsx,"Projected Sales Share from matched transport LEAP export workbook. 9th Outlook legacy input — row-level provenance is preserved in the archived 9th-edition transport data system and can be investigated on demand: https://drive.google.com/file/d/103sIJ1L1mbQpGfL2shlB8nrIOTkbyFz3/view?usp=drive_link. The displayed value may also reflect subsequent aggregation, disaggregation, or model reconciliation. Pipeline lineage: transport_leap_export_combined_04_CHL_domestic_international_Reference_20260615.xlsx.",default,False,2022,legacy_unknown,legacy_unrecorded,legacy_unrecorded
04CHL,Reference,Demand\Freight road\LCVs\BEV,Sales Share,2060,49.0,%,Share,transport_leap_export_combined_04_CHL_domestic_international_Reference_20260615.xlsx,"Projected Sales Share from matched transport LEAP export workbook. 9th Outlook legacy input — row-level provenance is preserved in the archived 9th-edition transport data system and can be investigated on demand: https://drive.google.com/file/d/103sIJ1L1mbQpGfL2shlB8nrIOTkbyFz3/view?usp=drive_link. The displayed value may also reflect subsequent aggregation, disaggregation, or model reconciliation. Pipeline lineage: transport_leap_export_combined_04_CHL_domestic_international_Reference_20260615.xlsx.",default,False,2022,legacy_unknown,legacy_unrecorded,legacy_unrecorded
04CHL,Reference,Demand\Freight road\LCVs\ICE,Sales Share,2023,0.0,%,Share,transport_leap_export_combined_04_CHL_domestic_international_Reference_20260615.xlsx,"Projected Sales Share from matched transport LEAP export workbook. 9th Outlook legacy input — row-level provenance is preserved in the archived 9th-edition transport data system and can be investigated on demand: https://drive.google.com/file/d/103sIJ1L1mbQpGfL2shlB8nrIOTkbyFz3/view?usp=drive_link. The displayed value may also reflect subsequent aggregation, disaggregation, or model reconciliation. Pipeline lineage: transport_leap_export_combined_04_CHL_domestic_international_Reference_20260615.xlsx.",default,False,2022,legacy_unknown,legacy_unrecorded,legacy_unrecorded
04CHL,Reference,Demand\Freight road\LCVs\ICE,Sales Share,2024,28.0,%,Share,transport_leap_export_combined_04_CHL_domestic_international_Reference_20260615.xlsx,"Projected Sales Share from matched transport LEAP export workbook. 9th Outlook legacy input — row-level provenance is preserved in the archived 9th-edition transport data system and can be investigated on demand: https://drive.google.com/file/d/103sIJ1L1mbQpGfL2shlB8nrIOTkbyFz3/view?usp=drive_link. The displayed value may also reflect subsequent aggregation, disaggregation, or model reconciliation. Pipeline lineage: transport_leap_export_combined_04_CHL_domestic_international_Reference_20260615.xlsx.",default,False,2022,legacy_unknown,legacy_unrecorded,legacy_unrecorded
04CHL,Reference,Demand\Freight road\LCVs\ICE,Sales Share,2025,23.0,%,Share,transport_leap_export_combined_04_CHL_domestic_international_Reference_20260615.xlsx,"Projected Sales Share from matched transport LEAP export workbook. 9th Outlook legacy input — row-level provenance is preserved in the archived 9th-edition transport data system and can be investigated on demand: https://drive.google.com/file/d/103sIJ1L1mbQpGfL2shlB8nrIOTkbyFz3/view?usp=drive_link. The displayed value may also reflect subsequent aggregation, disaggregation, or model reconciliation. Pipeline lineage: transport_leap_export_combined_04_CHL_domestic_international_Reference_20260615.xlsx.",default,False,2022,legacy_unknown,legacy_unrecorded,legacy_unrecorded
04CHL,Reference,Demand\Freight road\LCVs\ICE,Sales Share,2026,14.0,%,Share,transport_leap_export_combined_04_CHL_domestic_international_Reference_20260615.xlsx,"Projected Sales Share from matched transport LEAP export workbook. 9th Outlook legacy input — row-level provenance is preserved in the archived 9th-edition transport data system and can be investigated on demand: https://drive.google.com/file/d/103sIJ1L1mbQpGfL2shlB8nrIOTkbyFz3/view?usp=drive_link. The displayed value may also reflect subsequent aggregation, disaggregation, or model reconciliation. Pipeline lineage: transport_leap_export_combined_04_CHL_domestic_international_Reference_20260615.xlsx.",default,False,2022,legacy_unknown,legacy_unrecorded,legacy_unrecorded
04CHL,Reference,Demand\Freight road\LCVs\ICE,Sales Share,2027,7.0,%,Share,transport_leap_export_combined_04_CHL_domestic_international_Reference_20260615.xlsx,"Projected Sales Share from matched transport LEAP export workbook. 9th Outlook legacy input — row-level provenance is preserved in the archived 9th-edition transport data system and can be investigated on demand: https://drive.google.com/file/d/103sIJ1L1mbQpGfL2shlB8nrIOTkbyFz3/view?usp=drive_link. The displayed value may also reflect subsequent aggregation, disaggregation, or model reconciliation. Pipeline lineage: transport_leap_export_combined_04_CHL_domestic_international_Reference_20260615.xlsx.",default,False,2022,legacy_unknown,legacy_unrecorded,legacy_unrecorded
04CHL,Reference,Demand\Freight road\LCVs\ICE,Sales Share,2028,0.0,%,Share,transport_leap_export_combined_04_CHL_domestic_international_Reference_20260615.xlsx,"Projected Sales Share from matched transport LEAP export workbook. 9th Outlook legacy input — row-level provenance is preserved in the archived 9th-edition transport data system and can be investigated on demand: https://drive.google.com/file/d/103sIJ1L1mbQpGfL2shlB8nrIOTkbyFz3/view?usp=drive_link. The displayed value may also reflect subsequent aggregation, disaggregation, or model reconciliation. Pipeline lineage: transport_leap_export_combined_04_CHL_domestic_international_Reference_20260615.xlsx.",default,False,2022,legacy_unknown,legacy_unrecorded,legacy_unrecorded
04CHL,Reference,Demand\Freight road\LCVs\ICE,Sales Share,2029,0.0,%,Share,transport_leap_export_combined_04_CHL_domestic_international_Reference_20260615.xlsx,"Projected Sales Share from matched transport LEAP export workbook. 9th Outlook legacy input — row-level provenance is preserved in the archived 9th-edition transport data system and can be investigated on demand: https://drive.google.com/file/d/103sIJ1L1mbQpGfL2shlB8nrIOTkbyFz3/view?usp=drive_link. The displayed value may also reflect subsequent aggregation, disaggregation, or model reconciliation. Pipeline lineage: transport_leap_export_combined_04_CHL_domestic_international_Reference_20260615.xlsx.",default,False,2022,legacy_unknown,legacy_unrecorded,legacy_unrecorded
04CHL,Reference,Demand\Freight road\LCVs\ICE,Sales Share,2030,0.0,%,Share,transport_leap_export_combined_04_CHL_domestic_international_Reference_20260615.xlsx,"Projected Sales Share from matched transport LEAP export workbook. 9th Outlook legacy input — row-level provenance is preserved in the archived 9th-edition transport data system and can be investigated on demand: https://drive.google.com/file/d/103sIJ1L1mbQpGfL2shlB8nrIOTkbyFz3/view?usp=drive_link. The displayed value may also reflect subsequent aggregation, disaggregation, or model reconciliation. Pipeline lineage: transport_leap_export_combined_04_CHL_domestic_international_Reference_20260615.xlsx.",default,False,2022,legacy_unknown,legacy_unrecorded,legacy_unrecorded
04CHL,Reference,Demand\Freight road\LCVs\ICE,Sales Share,2031,0.0,%,Share,transport_leap_export_combined_04_CHL_domestic_international_Reference_20260615.xlsx,"Projected Sales Share from matched transport LEAP export workbook. 9th Outlook legacy input — row-level provenance is preserved in the archived 9th-edition transport data system and can be investigated on demand: https://drive.google.com/file/d/103sIJ1L1mbQpGfL2shlB8nrIOTkbyFz3/view?usp=drive_link. The displayed value may also reflect subsequent aggregation, disaggregation, or model reconciliation. Pipeline lineage: transport_leap_export_combined_04_CHL_domestic_international_Reference_20260615.xlsx.",default,False,2022,legacy_unknown,legacy_unrecorded,legacy_unrecorded
04CHL,Reference,Demand\Freight road\LCVs\ICE,Sales Share,2032,0.0,%,Share,transport_leap_export_combined_04_CHL_domestic_international_Reference_20260615.xlsx,"Projected Sales Share from matched transport LEAP export workbook. 9th Outlook legacy input — row-level provenance is preserved in the archived 9th-edition transport data system and can be investigated on demand: https://drive.google.com/file/d/103sIJ1L1mbQpGfL2shlB8nrIOTkbyFz3/view?usp=drive_link. The displayed value may also reflect subsequent aggregation, disaggregation, or model reconciliation. Pipeline lineage: transport_leap_export_combined_04_CHL_domestic_international_Reference_20260615.xlsx.",default,False,2022,legacy_unknown,legacy_unrecorded,legacy_unrecorded
04CHL,Reference,Demand\Freight road\LCVs\ICE,Sales Share,2033,0.0,%,Share,transport_leap_export_combined_04_CHL_domestic_international_Reference_20260615.xlsx,"Projected Sales Share from matched transport LEAP export workbook. 9th Outlook legacy input — row-level provenance is preserved in the archived 9th-edition transport data system and can be investigated on demand: https://drive.google.com/file/d/103sIJ1L1mbQpGfL2shlB8nrIOTkbyFz3/view?usp=drive_link. The displayed value may also reflect subsequent aggregation, disaggregation, or model reconciliation. Pipeline lineage: transport_leap_export_combined_04_CHL_domestic_international_Reference_20260615.xlsx.",default,False,2022,legacy_unknown,legacy_unrecorded,legacy_unrecorded
04CHL,Reference,Demand\Freight road\LCVs\ICE,Sales Share,2034,0.0,%,Share,transport_leap_export_combined_04_CHL_domestic_international_Reference_20260615.xlsx,"Projected Sales Share from matched transport LEAP export workbook. 9th Outlook legacy input — row-level provenance is preserved in the archived 9th-edition transport data system and can be investigated on demand: https://drive.google.com/file/d/103sIJ1L1mbQpGfL2shlB8nrIOTkbyFz3/view?usp=drive_link. The displayed value may also reflect subsequent aggregation, disaggregation, or model reconciliation. Pipeline lineage: transport_leap_export_combined_04_CHL_domestic_international_Reference_20260615.xlsx.",default,False,2022,legacy_unknown,legacy_unrecorded,legacy_unrecorded
04CHL,Reference,Demand\Freight road\LCVs\ICE,Sales Share,2035,0.0,%,Share,transport_leap_export_combined_04_CHL_domestic_international_Reference_20260615.xlsx,"Projected Sales Share from matched transport LEAP export workbook. 9th Outlook legacy input — row-level provenance is preserved in the archived 9th-edition transport data system and can be investigated on demand: https://drive.google.com/file/d/103sIJ1L1mbQpGfL2shlB8nrIOTkbyFz3/view?usp=drive_link. The displayed value may also reflect subsequent aggregation, disaggregation, or model reconciliation. Pipeline lineage: transport_leap_export_combined_04_CHL_domestic_international_Reference_20260615.xlsx.",default,False,2022,legacy_unknown,legacy_unrecorded,legacy_unrecorded
04CHL,Reference,Demand\Freight road\LCVs\ICE,Sales Share,2036,0.0,%,Share,transport_leap_export_combined_04_CHL_domestic_international_Reference_20260615.xlsx,"Projected Sales Share from matched transport LEAP export workbook. 9th Outlook legacy input — row-level provenance is preserved in the archived 9th-edition transport data system and can be investigated on demand: https://drive.google.com/file/d/103sIJ1L1mbQpGfL2shlB8nrIOTkbyFz3/view?usp=drive_link. The displayed value may also reflect subsequent aggregation, disaggregation, or model reconciliation. Pipeline lineage: transport_leap_export_combined_04_CHL_domestic_international_Reference_20260615.xlsx.",default,False,2022,legacy_unknown,legacy_unrecorded,legacy_unrecorded
04CHL,Reference,Demand\Freight road\LCVs\ICE,Sales Share,2037,0.0,%,Share,transport_leap_export_combined_04_CHL_domestic_international_Reference_20260615.xlsx,"Projected Sales Share from matched transport LEAP export workbook. 9th Outlook legacy input — row-level provenance is preserved in the archived 9th-edition transport data system and can be investigated on demand: https://drive.google.com/file/d/103sIJ1L1mbQpGfL2shlB8nrIOTkbyFz3/view?usp=drive_link. The displayed value may also reflect subsequent aggregation, disaggregation, or model reconciliation. Pipeline lineage: transport_leap_export_combined_04_CHL_domestic_international_Reference_20260615.xlsx.",default,False,2022,legacy_unknown,legacy_unrecorded,legacy_unrecorded
04CHL,Reference,Demand\Freight road\LCVs\ICE,Sales Share,2038,0.0,%,Share,transport_leap_export_combined_04_CHL_domestic_international_Reference_20260615.xlsx,"Projected Sales Share from matched transport LEAP export workbook. 9th Outlook legacy input — row-level provenance is preserved in the archived 9th-edition transport data system and can be investigated on demand: https://drive.google.com/file/d/103sIJ1L1mbQpGfL2shlB8nrIOTkbyFz3/view?usp=drive_link. The displayed value may also reflect subsequent aggregation, disaggregation, or model reconciliation. Pipeline lineage: transport_leap_export_combined_04_CHL_domestic_international_Reference_20260615.xlsx.",default,False,2022,legacy_unknown,legacy_unrecorded,legacy_unrecorded
04CHL,Reference,Demand\Freight road\LCVs\ICE,Sales Share,2039,0.0,%,Share,transport_leap_export_combined_04_CHL_domestic_international_Reference_20260615.xlsx,"Projected Sales Share from matched transport LEAP export workbook. 9th Outlook legacy input — row-level provenance is preserved in the archived 9th-edition transport data system and can be investigated on demand: https://drive.google.com/file/d/103sIJ1L1mbQpGfL2shlB8nrIOTkbyFz3/view?usp=drive_link. The displayed value may also reflect subsequent aggregation, disaggregation, or model reconciliation. Pipeline lineage: transport_leap_export_combined_04_CHL_domestic_international_Reference_20260615.xlsx.",default,False,2022,legacy_unknown,legacy_unrecorded,legacy_unrecorded
04CHL,Reference,Demand\Freight road\LCVs\ICE,Sales Share,2040,0.0,%,Share,transport_leap_export_combined_04_CHL_domestic_international_Reference_20260615.xlsx,"Projected Sales Share from matched transport LEAP export workbook. 9th Outlook legacy input — row-level provenance is preserved in the archived 9th-edition transport data system and can be investigated on demand: https://drive.google.com/file/d/103sIJ1L1mbQpGfL2shlB8nrIOTkbyFz3/view?usp=drive_link. The displayed value may also reflect subsequent aggregation, disaggregation, or model reconciliation. Pipeline lineage: transport_leap_export_combined_04_CHL_domestic_international_Reference_20260615.xlsx.",default,False,2022,legacy_unknown,legacy_unrecorded,legacy_unrecorded
04CHL,Reference,Demand\Freight road\LCVs\ICE,Sales Share,2041,0.0,%,Share,transport_leap_export_combined_04_CHL_domestic_international_Reference_20260615.xlsx,"Projected Sales Share from matched transport LEAP export workbook. 9th Outlook legacy input — row-level provenance is preserved in the archived 9th-edition transport data system and can be investigated on demand: https://drive.google.com/file/d/103sIJ1L1mbQpGfL2shlB8nrIOTkbyFz3/view?usp=drive_link. The displayed value may also reflect subsequent aggregation, disaggregation, or model reconciliation. Pipeline lineage: transport_leap_export_combined_04_CHL_domestic_international_Reference_20260615.xlsx.",default,False,2022,legacy_unknown,legacy_unrecorded,legacy_unrecorded
04CHL,Reference,Demand\Freight road\LCVs\ICE,Sales Share,2042,0.0,%,Share,transport_leap_export_combined_04_CHL_domestic_international_Reference_20260615.xlsx,"Projected Sales Share from matched transport LEAP export workbook. 9th Outlook legacy input — row-level provenance is preserved in the archived 9th-edition transport data system and can be investigated on demand: https://drive.google.com/file/d/103sIJ1L1mbQpGfL2shlB8nrIOTkbyFz3/view?usp=drive_link. The displayed value may also reflect subsequent aggregation, disaggregation, or model reconciliation. Pipeline lineage: transport_leap_export_combined_04_CHL_domestic_international_Reference_20260615.xlsx.",default,False,2022,legacy_unknown,legacy_unrecorded,legacy_unrecorded
04CHL,Reference,Demand\Freight road\LCVs\ICE,Sales Share,2043,0.0,%,Share,transport_leap_export_combined_04_CHL_domestic_international_Reference_20260615.xlsx,"Projected Sales Share from matched transport LEAP export workbook. 9th Outlook legacy input — row-level provenance is preserved in the archived 9th-edition transport data system and can be investigated on demand: https://drive.google.com/file/d/103sIJ1L1mbQpGfL2shlB8nrIOTkbyFz3/view?usp=drive_link. The displayed value may also reflect subsequent aggregation, disaggregation, or model reconciliation. Pipeline lineage: transport_leap_export_combined_04_CHL_domestic_international_Reference_20260615.xlsx.",default,False,2022,legacy_unknown,legacy_unrecorded,legacy_unrecorded
04CHL,Reference,Demand\Freight road\LCVs\ICE,Sales Share,2044,0.0,%,Share,transport_leap_export_combined_04_CHL_domestic_international_Reference_20260615.xlsx,"Projected Sales Share from matched transport LEAP export workbook. 9th Outlook legacy input — row-level provenance is preserved in the archived 9th-edition transport data system and can be investigated on demand: https://drive.google.com/file/d/103sIJ1L1mbQpGfL2shlB8nrIOTkbyFz3/view?usp=drive_link. The displayed value may also reflect subsequent aggregation, disaggregation, or model reconciliation. Pipeline lineage: transport_leap_export_combined_04_CHL_domestic_international_Reference_20260615.xlsx.",default,False,2022,legacy_unknown,legacy_unrecorded,legacy_unrecorded
04CHL,Reference,Demand\Freight road\LCVs\ICE,Sales Share,2045,0.0,%,Share,transport_leap_export_combined_04_CHL_domestic_international_Reference_20260615.xlsx,"Projected Sales Share from matched transport LEAP export workbook. 9th Outlook legacy input — row-level provenance is preserved in the archived 9th-edition transport data system and can be investigated on demand: https://drive.google.com/file/d/103sIJ1L1mbQpGfL2shlB8nrIOTkbyFz3/view?usp=drive_link. The displayed value may also reflect subsequent aggregation, disaggregation, or model reconciliation. Pipeline lineage: transport_leap_export_combined_04_CHL_domestic_international_Reference_20260615.xlsx.",default,False,2022,legacy_unknown,legacy_unrecorded,legacy_unrecorded
04CHL,Reference,Demand\Freight road\LCVs\ICE,Sales Share,2046,0.0,%,Share,transport_leap_export_combined_04_CHL_domestic_international_Reference_20260615.xlsx,"Projected Sales Share from matched transport LEAP export workbook. 9th Outlook legacy input — row-level provenance is preserved in the archived 9th-edition transport data system and can be investigated on demand: https://drive.google.com/file/d/103sIJ1L1mbQpGfL2shlB8nrIOTkbyFz3/view?usp=drive_link. The displayed value may also reflect subsequent aggregation, disaggregation, or model reconciliation. Pipeline lineage: transport_leap_export_combined_04_CHL_domestic_international_Reference_20260615.xlsx.",default,False,2022,legacy_unknown,legacy_unrecorded,legacy_unrecorded
04CHL,Reference,Demand\Freight road\LCVs\ICE,Sales Share,2047,0.0,%,Share,transport_leap_export_combined_04_CHL_domestic_international_Reference_20260615.xlsx,"Projected Sales Share from matched transport LEAP export workbook. 9th Outlook legacy input — row-level provenance is preserved in the archived 9th-edition transport data system and can be investigated on demand: https://drive.google.com/file/d/103sIJ1L1mbQpGfL2shlB8nrIOTkbyFz3/view?usp=drive_link. The displayed value may also reflect subsequent aggregation, disaggregation, or model reconciliation. Pipeline lineage: transport_leap_export_combined_04_CHL_domestic_international_Reference_20260615.xlsx.",default,False,2022,legacy_unknown,legacy_unrecorded,legacy_unrecorded
04CHL,Reference,Demand\Freight road\LCVs\ICE,Sales Share,2048,0.0,%,Share,transport_leap_export_combined_04_CHL_domestic_international_Reference_20260615.xlsx,"Projected Sales Share from matched transport LEAP export workbook. 9th Outlook legacy input — row-level provenance is preserved in the archived 9th-edition transport data system and can be investigated on demand: https://drive.google.com/file/d/103sIJ1L1mbQpGfL2shlB8nrIOTkbyFz3/view?usp=drive_link. The displayed value may also reflect subsequent aggregation, disaggregation, or model reconciliation. Pipeline lineage: transport_leap_export_combined_04_CHL_domestic_international_Reference_20260615.xlsx.",default,False,2022,legacy_unknown,legacy_unrecorded,legacy_unrecorded
04CHL,Reference,Demand\Freight road\LCVs\ICE,Sales Share,2049,2.0,%,Share,transport_leap_export_combined_04_CHL_domestic_international_Reference_20260615.xlsx,"Projected Sales Share from matched transport LEAP export workbook. 9th Outlook legacy input — row-level provenance is preserved in the archived 9th-edition transport data system and can be investigated on demand: https://drive.google.com/file/d/103sIJ1L1mbQpGfL2shlB8nrIOTkbyFz3/view?usp=drive_link. The displayed value may also reflect subsequent aggregation, disaggregation, or model reconciliation. Pipeline lineage: transport_leap_export_combined_04_CHL_domestic_international_Reference_20260615.xlsx.",default,False,2022,legacy_unknown,legacy_unrecorded,legacy_unrecorded
04CHL,Reference,Demand\Freight road\LCVs\ICE,Sales Share,2050,4.0,%,Share,transport_leap_export_combined_04_CHL_domestic_international_Reference_20260615.xlsx,"Projected Sales Share from matched transport LEAP export workbook. 9th Outlook legacy input — row-level provenance is preserved in the archived 9th-edition transport data system and can be investigated on demand: https://drive.google.com/file/d/103sIJ1L1mbQpGfL2shlB8nrIOTkbyFz3/view?usp=drive_link. The displayed value may also reflect subsequent aggregation, disaggregation, or model reconciliation. Pipeline lineage: transport_leap_export_combined_04_CHL_domestic_international_Reference_20260615.xlsx.",default,False,2022,legacy_unknown,legacy_unrecorded,legacy_unrecorded
04CHL,Reference,Demand\Freight road\LCVs\ICE,Sales Share,2051,3.0,%,Share,transport_leap_export_combined_04_CHL_domestic_international_Reference_20260615.xlsx,"Projected Sales Share from matched transport LEAP export workbook. 9th Outlook legacy input — row-level provenance is preserved in the archived 9th-edition transport data system and can be investigated on demand: https://drive.google.com/file/d/103sIJ1L1mbQpGfL2shlB8nrIOTkbyFz3/view?usp=drive_link. The displayed value may also reflect subsequent aggregation, disaggregation, or model reconciliation. Pipeline lineage: transport_leap_export_combined_04_CHL_domestic_international_Reference_20260615.xlsx.",default,False,2022,legacy_unknown,legacy_unrecorded,legacy_unrecorded
04CHL,Reference,Demand\Freight road\LCVs\ICE,Sales Share,2052,3.0,%,Share,transport_leap_export_combined_04_CHL_domestic_international_Reference_20260615.xlsx,"Projected Sales Share from matched transport LEAP export workbook. 9th Outlook legacy input — row-level provenance is preserved in the archived 9th-edition transport data system and can be investigated on demand: https://drive.google.com/file/d/103sIJ1L1mbQpGfL2shlB8nrIOTkbyFz3/view?usp=drive_link. The displayed value may also reflect subsequent aggregation, disaggregation, or model reconciliation. Pipeline lineage: transport_leap_export_combined_04_CHL_domestic_international_Reference_20260615.xlsx.",default,False,2022,legacy_unknown,legacy_unrecorded,legacy_unrecorded
04CHL,Reference,Demand\Freight road\LCVs\ICE,Sales Share,2053,3.0,%,Share,transport_leap_export_combined_04_CHL_domestic_international_Reference_20260615.xlsx,"Projected Sales Share from matched transport LEAP export workbook. 9th Outlook legacy input — row-level provenance is preserved in the archived 9th-edition transport data system and can be investigated on demand: https://drive.google.com/file/d/103sIJ1L1mbQpGfL2shlB8nrIOTkbyFz3/view?usp=drive_link. The displayed value may also reflect subsequent aggregation, disaggregation, or model reconciliation. Pipeline lineage: transport_leap_export_combined_04_CHL_domestic_international_Reference_20260615.xlsx.",default,False,2022,legacy_unknown,legacy_unrecorded,legacy_unrecorded
04CHL,Reference,Demand\Freight road\LCVs\ICE,Sales Share,2054,2.0,%,Share,transport_leap_export_combined_04_CHL_domestic_international_Reference_20260615.xlsx,"Projected Sales Share from matched transport LEAP export workbook. 9th Outlook legacy input — row-level provenance is preserved in the archived 9th-edition transport data system and can be investigated on demand: https://drive.google.com/file/d/103sIJ1L1mbQpGfL2shlB8nrIOTkbyFz3/view?usp=drive_link. The displayed value may also reflect subsequent aggregation, disaggregation, or model reconciliation. Pipeline lineage: transport_leap_export_combined_04_CHL_domestic_international_Reference_20260615.xlsx.",default,False,2022,legacy_unknown,legacy_unrecorded,legacy_unrecorded
04CHL,Reference,Demand\Freight road\LCVs\ICE,Sales Share,2055,1.0,%,Share,transport_leap_export_combined_04_CHL_domestic_international_Reference_20260615.xlsx,"Projected Sales Share from matched transport LEAP export workbook. 9th Outlook legacy input — row-level provenance is preserved in the archived 9th-edition transport data system and can be investigated on demand: https://drive.google.com/file/d/103sIJ1L1mbQpGfL2shlB8nrIOTkbyFz3/view?usp=drive_link. The displayed value may also reflect subsequent aggregation, disaggregation, or model reconciliation. Pipeline lineage: transport_leap_export_combined_04_CHL_domestic_international_Reference_20260615.xlsx.",default,False,2022,legacy_unknown,legacy_unrecorded,legacy_unrecorded
04CHL,Reference,Demand\Freight road\LCVs\ICE,Sales Share,2056,0.0,%,Share,transport_leap_export_combined_04_CHL_domestic_international_Reference_20260615.xlsx,"Projected Sales Share from matched transport LEAP export workbook. 9th Outlook legacy input — row-level provenance is preserved in the archived 9th-edition transport data system and can be investigated on demand: https://drive.google.com/file/d/103sIJ1L1mbQpGfL2shlB8nrIOTkbyFz3/view?usp=drive_link. The displayed value may also reflect subsequent aggregation, disaggregation, or model reconciliation. Pipeline lineage: transport_leap_export_combined_04_CHL_domestic_international_Reference_20260615.xlsx.",default,False,2022,legacy_unknown,legacy_unrecorded,legacy_unrecorded
04CHL,Reference,Demand\Freight road\LCVs\ICE,Sales Share,2057,0.0,%,Share,transport_leap_export_combined_04_CHL_domestic_international_Reference_20260615.xlsx,"Projected Sales Share from matched transport LEAP export workbook. 9th Outlook legacy input — row-level provenance is preserved in the archived 9th-edition transport data system and can be investigated on demand: https://drive.google.com/file/d/103sIJ1L1mbQpGfL2shlB8nrIOTkbyFz3/view?usp=drive_link. The displayed value may also reflect subsequent aggregation, disaggregation, or model reconciliation. Pipeline lineage: transport_leap_export_combined_04_CHL_domestic_international_Reference_20260615.xlsx.",default,False,2022,legacy_unknown,legacy_unrecorded,legacy_unrecorded
04CHL,Reference,Demand\Freight road\LCVs\ICE,Sales Share,2058,0.0,%,Share,transport_leap_export_combined_04_CHL_domestic_international_Reference_20260615.xlsx,"Projected Sales Share from matched transport LEAP export workbook. 9th Outlook legacy input — row-level provenance is preserved in the archived 9th-edition transport data system and can be investigated on demand: https://drive.google.com/file/d/103sIJ1L1mbQpGfL2shlB8nrIOTkbyFz3/view?usp=drive_link. The displayed value may also reflect subsequent aggregation, disaggregation, or model reconciliation. Pipeline lineage: transport_leap_export_combined_04_CHL_domestic_international_Reference_20260615.xlsx.",default,False,2022,legacy_unknown,legacy_unrecorded,legacy_unrecorded
04CHL,Reference,Demand\Freight road\LCVs\ICE,Sales Share,2059,0.0,%,Share,transport_leap_export_combined_04_CHL_domestic_international_Reference_20260615.xlsx,"Projected Sales Share from matched transport LEAP export workbook. 9th Outlook legacy input — row-level provenance is preserved in the archived 9th-edition transport data system and can be investigated on demand: https://drive.google.com/file/d/103sIJ1L1mbQpGfL2shlB8nrIOTkbyFz3/view?usp=drive_link. The displayed value may also reflect subsequent aggregation, disaggregation, or model reconciliation. Pipeline lineage: transport_leap_export_combined_04_CHL_domestic_international_Reference_20260615.xlsx.",default,False,2022,legacy_unknown,legacy_unrecorded,legacy_unrecorded
